MDCODIGO,MDNOME
90035844,VEPESID 50MG / (CAP)                                                            
90145704,VEROTINA S 90MG (CAP)                                                           
90005686,VERTIX 10MG (CPR)                                                               
90005708,VERTIX 5MG/ML SOL. ORAL 30ML (GTS)                                              
90005716,VERTIZINE D 10MG+3MG (CPR)                                                      
94511012,VERUTEX 2% (20MG/G) CREME 10G (GRA)                                             
90185366,VESANOID  10MG / (CAP)                                                          
90133676,VFEND 200MG (CPR)                                                               
90133684,VFEND 200MG PÓ LIOF. INJ. (UND)                                                 
90133692,VFEND 50MG (CPR)                                                                
90133706,VIAGRA 100MG (CPR)                                                              
90133714,VIAGRA 25MG (CPR)                                                               
90133757,VIAGRA 50MG (CPR)                                                               
90001877,"VIBRAL 1,5MG/ML XPE. 120ML (ML)                                                 "
90001885,VIBRAL 30MG/ML SOL. ORAL 10ML (GTS)                                             
90001893,VIBRAL 3MG/ML XPE. 120ML (ML)                                                   
90133773,VIBRAMICINA 100 MG (CPR).                                                       
90150260,VICOG 5MG (CPR)                                                                 
90006216,VIEWGAM 469 MG/ML SOL. INJ. (ML)                                                
90259343,VI-FERRIN ELIXIR 150ML (ML)                                                     
90006151,VIGADEXA 1MG/ML+5MG/ML SOL. OFT. 5ML (GTS)                                      
90006160,VIGAMOX 5MG/ML SOL. OFT. 5ML (GTS)                                              
90133790,VINCIZINA CS 1MG/ML SOL. INJ. 1ML (UND)                                         
90185374,VIRACEPT 250MG (CPR)                                                            
90264452,VIRAMID 6G PÓ LIOF. INAL. 100ML (UND)                                           
90033507,VIRAMUNE 200MG (CPR)                                                            
90033515,VIRAMUNE 50MG/5ML SUSP. ORAL 240ML (ML)                                         
90037413,VISALMIN 5MG/ML SOL. OFT. 10ML (GTS)                                            
90037421,VISIPLEX SOL. OFT. 15ML (GTS)                                                   
90173279,VISKALDIX 10MG+5MG (CPR)                                                        
90173287,VISKEN 10MG (CPR)                                                               
90173295,VISKEN 5MG (CPR)                                                                
90203771,VISOLON SOL. OFT. 20ML (GTS)                                                    
90007085,VISONEST 5MG/ML SOL. OFT. 5ML (GTS)                                             
90193300,VISUAL SOL. OFT. 15ML (GTS)                                                     
90173309,VISUDYNE 15MG PÓ SOL. INJ (UND)                                                 
90263138,VITA E 400MG (CAP)                                                              
90211189,VITA K 10MG/ML SOL. INJ. 1ML (AMP)                                              
90266820,VITAMINA C 200MG/ML SOL. ORAL 20ML (GTS)                                        
94217769,VITAMINA E 400MG (CAP)                                                          
90211219,VIXMICINA 1G PÓ SOL. INJ.+DIL (UND)                                             
90211243,VODOL 20MG/G CREME 28G (GRA)                                                    
90173333,VOLTAREN 1MG/ML SOL. OFT. 5ML (GTS)                                             
90173376,VOLTAREN 50 MG SUPOSITORIO (SUP)                                                
90173341,VOLTAREN 75MG (25MG/ML) SOL. INJ. 3ML (AMP)                                     
90173325,VOLTAREN RETARD 100MG (CPR)                                                     
90173384,VOLTAREN SR 75MG (CPR)                                                          
90076354,"VOLUVEN 130/0,4 6% SOL. INJ. BOLSA 500ML (UND)                                  "
90029143,VONAU 4MG (2 MG/ML) SOL.INJ.AMP 2ML / (AMP)                                     
90029151,VONAU 8MG (2 MG/ML) SOL. INJ.AMP 4ML / (AMP)                                    
90035879,VUMON 50MG (10MG/ML) SOL. INJ. 5ML (AMP)                                        
90163370,VYTORIN 10MG+10MG. (CPR)                                                        
90163397,VYTORIN 10MG+20MG. (CPR)                                                        
90163419,VYTORIN 10MG+40MG. (CPR)                                                        
90163435,VYTORIN 10MG+80MG. (CPR)                                                        
90134982,"WARTEC 1,5MG/G CREME 5G (GRA)                                                   "
90090624,WELLBUTRIN 150 MG (CPR)                                                         
94221510,WINTOMYLON 500MG (CPR)                                                          
90197569,WINTOMYLON 50MG/ML SUSP. ORAL 60ML (ML)                                         
90071751,WYCILLIN 200.000UI/ML SUSP. INJ.+DIL. 2ML (UND)                                 
90133803,"XALACOM 50MCG/ML+5MG/ML SOL. OFT. 2,5ML (GTS)                                   "
90133811,"XALATAN 50MCG/ML SOL. OFT. 2,5ML (GTS)                                          "
90197577,XATRAL OD 10MG (CPR)                                                            
90185382,XELODA 150MG / (CP)                                                             
90185390,XELODA 500MG / (CP)                                                             
90029291,XEOMIN 100U PO LIOF. INJ (UND)                                                  
90010132,XILODASE POMADA 30G (GRA)                                                       
90173392,XOLAIR 150MG PÓ LIOF. INJ.+DIL. 2ML (UND)                                       
90257545,XYLESTESIN 1% S/V SOL. INJ. 20ML (ML)                                           
90257561,XYLESTESIN 10% SPRAY SOL. TÓP. 50ML (ML)                                        
90257596,XYLESTESIN 2% GELÉIA TÓP. SER. PREENCH. 10G (UND)                               
94268304,"XYLESTESIN 2% S/V SOL. INJ. 1,8ML (UND)                                         "
90048598,"XYLESTESIN+EPINEFRINA 2%+9,1MCG/ML INJ. 20ML (OXYGEN FREE) (ML)                 "
90048601,"XYLESTESIN+EPINEFRINA 2%+9,1MCG/ML SOL. INJ. 20ML (ML)                          "
90016718,XYLOCAINA 10% PUMP SPRAY 50ML (DOSE)                                            
90016726,XYLOCAINA 2% GELEIA 30G (GRA)                                                   
90016742,XYLOCAINA 5% POMADA 25G (GRA)                                                   
90016750,XYLOPROCT POMADA RETAL 25G+APLIC. (UND)                                         
90010140,"YOMAX 5,4MG (CPR)                                                               "
90173414,"ZADITEN 0,25MG/ML SOL. OFT. 5ML (GTS)                                           "
90173406,"ZADITEN 0,2MG/ML XPE 120ML (ML)                                                 "
90173430,ZADITEN 1 MG (CPR)                                                              
90173422,ZADITEN 1MG/ML SOL. ORAL 30ML (GTS)                                             
90173449,ZADITEN SRO 2 MG (CPR)                                                          
90157087,ZANIDIP 10MG (CPR)                                                              
90133820,ZAVEDOS - IDARRUBICINA  PÓ LIÓF. INJ. (MG)                                      
90173457,ZELMAC 6MG (CPR)                                                                
90159233,ZENALB 20% SOL. INJ. 50ML (UND)                                                 
90090675,ZENTEL 200 MG (CPR)                                                             
90090683,ZENTEL 4% (40MG/ML) SUSP. ORAL 10 ML (ML)                                       
90090691,ZENTEL 400 MG (CPR)                                                             
90016777,ZESTRIL 10MG (CPR)                                                              
90016785,ZESTRIL 20MG (CPR)                                                              
90016793,ZESTRIL 5MG (CPR)                                                               
90206460,ZETALERG 1MG/ML SOL. ORAL 75ML (ML)                                             
90201582,ZETIA 10MG (CPR)                                                                
90145720,ZETRON 150MG (CPR)                                                              
90201604,ZETSIM 10MG+10MG (CPR)                                                          
